created_at,favorite_count,full_text,lang,retweet_count,username,sentimen,sentiment_predicted
2024-04-24 04:49:52,0,gua minta usul ubah desil p3ke bukan buat dpt bansos anjir lahh buat didik aja bikin susah bgt ngentot,in,0,nominutrition,negatif,negatif
2024-04-18 13:07:03,252,oke gas kalian rabas bagi2 rampok smua kaya negeri semua soal rakyat gampang kasih bansos rebeeesss taahh,in,76,Candra4smara,negatif,negatif
2024-04-22 15:52:32,22,salam juang bagi 16 sogo bansos bangga kami kini mk putus hormat hukum kita tapak langkah baru tetap jadi rakyat taat atur taat bayar pajak jadi pribadi baik,in,5,ada_ndie,positif,positif
2024-04-18 09:16:50,4,yakin 96 2 jt suara murni kosong bukan bansos kerja sirekap hap hap sim salabim jadi 58,in,3,SBahriTweet,positif,positif
2024-04-18 03:03:41,512,jokowi biang kerok segala sumber masalah repoblik dari ijazah palsu bansos milu curang semua ada di pundak,in,229,secr3thm4nz56,negatif,negatif
2024-04-22 04:50:15,13045,anies geleng kepala hakim sebut jokowi tak bukti langgar hukum kait bansos,in,2532,geloraco,positif,negatif
2024-04-21 22:59:22,16,kalo bilang iq rendah tar marah marah bahas kaya gin semua koplak emang dukung omon omon menang krn bansos aj bangga jago cacat hukum bangga,in,5,SeriDianawati,positif,positif
2024-04-22 09:55:13,11,udh gw bilang bansos tidak kait sm pilpres tolak kan sama mk semua tuntut amin gama cc,in,11,gghhjjkk580dr0,negatif,negatif
2024-04-21 20:42:40,0,kalah jumlah intelektual dgn pilih mayoritas sebab iq rata2 orang indon cuma 78 49 baru dapet bansos 5kg beras happy minta ampun langsung joged2 puja puji ikut joged ah,in,1,KayanaDuris,netral,netral
2024-04-24 04:05:16,0,allah satu aja bom pegang hantu rate off muncul satu minimal bansos 1000 tickets ga sih,in,0,geprrd,netral,netral
2024-04-18 12:14:48,20,moga bantu hakim mk ambil putus 1 bangun dinasti politik nepotisme 2 laku intervensi mk lolos gibran guna bansos asn 3 ketua kpu hasyim asy ari tetap biar ketua 4 resah ratus guru besar mahasiswa,in,15,SuwandaBen,negatif,negatif
2024-04-22 07:31:42,173,otak gue pikir gelinjang kalau bansos ada relevansi oleh suara biar jalan terus ngapain henti,in,50,NgkongRoses,negatif,negatif
2024-04-19 01:59:12,43,dana bansos jelang milu 496 t jumlah rakyat miskin 27 juta kalau bagi rakyat miskin per kepala mesti 77 juta fakta rakyat miskin terima 200300 ribu beras 5kg mana lari 496 t,in,46,dancersejati07,positif,positif
2024-04-16 18:31:41,51,raja bansos lima 5 hari keliling sumatra utara citra menantu ikut pilgub ndak tau kok nanya,in,5,KayanaDuris,positif,positif
2024-04-23 03:21:09,338,mk rekomendasi bansos tak bagi jelang milu ganjar hakim konsisten,in,140,geloraco,netral,negatif
2024-04-24 01:24:43,16,6 bansos undang tuju dpr seperti pegawai toko curi uang toko,in,11,BrutusTu4__,netral,positif
2024-04-23 01:35:02,54,kemarin kata bansos gak hubung dgn menang 02 sekarang bansos tak bagi jelang milu bossboss omong,in,4,YusufWi70781128,netral,netral
2024-04-19 00:30:57,21,1 bansos menang 02 maling apbn,in,16,Callystasweet11,negatif,negatif
2024-04-16 02:33:35,940,garagara dana bansos presiden jokowi ancam makzul lewat news,in,306,keuangannews_id,negatif,positif
2024-04-22 15:12:15,904,terima kasih mas telah tani pak juang ubah bukan masalah kalah menang tp masalah sikap juang selamat temu milu ikut moga demokrasi lebih baik selamat makan gratis kaum bansos,in,148,QianzyZ,negatif,negatif
2024-04-22 04:37:25,27,di video nyatanyata sebut ngasih bansos siapa jokowiii kok anggap bukan bukti,in,6,affandi_satya,positif,negatif
2024-04-16 02:32:12,1,gempur dgn bansos,in,0,AbiebSyah087021,netral,positif
2024-04-19 23:22:10,347,refly harun bilang nyata empat menteri soal salur bansos lama milu 2024 tipu,in,155,OposisiCerdas,netral,netral
2024-04-22 07:33:46,92,gimik mak nonton sidang mk ddpn tv mak pan udah bilang dr jaman firaun tp pd ngamuk2 mohon mohon sengketa pilpres modal cm asumsikecurigaanclear n cleanputusan 90 final ikat tnp intervensi siapa bansos bkn bentuk curang tsm game over,in,3,CebyReborn,negatif,negatif
2024-04-21 02:21:29,475,bansos warga miskin korupsi polisi tegas laku proses hukum,in,244,geloraco,positif,positif
2024-04-21 08:49:37,28,jejak digital masa lalu hingga cipta juluk presiden bansos,in,6,Bara_Rc,positif,positif
2024-04-19 14:07:08,633,bansos bagibagi jabat lanjut izin tambang semua laku jokowi diri keluarga lebih busuk soeharto,in,407,Anak__Ogi,netral,netral
2024-04-19 08:06:54,1669,refly harun bilang nyata empat menteri soal salur bansos lama milu 2024 tipu,in,587,geloraco,netral,netral
2024-04-23 23:54:23,6,bima ga usah ngmngin didik deh 78 duduk negeri ken makan siang gratis pinter cukup jabat korup aj rakyat kasih bansos makan siang gratis serang fajar gimmick tiktok udah kicep,in,2,SeriDianawati,positif,positif
2024-04-22 06:17:46,8,fakta hukum timbang hukum hakim mk bansos clear jadi jangan teriak bonsasbansos tapi kalo mau ngeyel silah sih anak abah mah bebas,in,1,MTaufiq_NTB,positif,netral
2024-04-18 18:23:15,0,waduh butuh bansos cuman babu 02 tong sesuai kodrat tuh,in,0,NetralID62,negatif,negatif
2024-04-16 05:04:12,85,simpul 1 usak konstitusi 2 laksana milu buruk 3 nepotisme anak presiden 4 penyalahgunaan jabat mulai presiden daerah 5 guna aparatur negara 6 politisasi bansos 7 langgar uu,in,61,choymarkochoy,netral,positif
2024-04-19 00:38:15,9,luar negeri bansos 02 tetap menang dalam negeri 02 menang yang jadi kambing hitam bansos emang sulit beda otak oncom kalau dah campur,in,4,sukardiyahya162,negatif,negatif
2024-04-21 02:00:52,5,bansos milu masalah 1 gambar prabowo gibran 2 warna tkn 02 tas bansos biru muda 3 ria menteri dari pak jokowi anak jokowi nyapres hamdan zoelva,in,2,dancersejati07,netral,netral
2024-04-18 03:41:20,15,bansos kata buzzernyapak lurahpak lurah peduli dngn ekonomk rakyat bagi bagi bansos cma segilintr sajakalau peduli ekonimi rakyatbukan basos solusinyatpi bagaimna cara dya beli rakyat tinggi bagaimna ekonmi stabil,in,10,AjoSiam,positif,positif
2024-04-24 03:00:30,3,prabowo juga sangkal dia menang bansos ilegal airlangga zulhas teriak2 bansos beri pak jokowi pak jokowi maling apbn 497 triliun menang prabowo gibran maling,in,2,dancersejati07,negatif,positif
2024-04-22 07:06:43,46,gak yakin hubung bansos milu kenapa kok saran gak perlu tuh lucu jadi,in,18,WongAlasRoban,negatif,negatif
2024-04-23 13:05:02,106,bangsa indonesia kembali era orde baru negara asai bagi keluarga dar juang demokrasi serah nasib bangsa ini ke 5 tahun datang terima bansos mereka tentu bagi yang ipk 3 ayo pikir unt 10 th datang,in,16,hannajoe20,negatif,negatif
2024-04-23 15:22:41,19,buat 03 bilang menang bansos apa beda serang fajar dr 03 usul kalau kasih serang fajar beras bagus biar pas makan enak,in,1,bandungkulon48,negatif,negatif
2024-04-24 01:24:21,14,5 total bansos kucur jokowi tahun milu 560 36 triliun,in,12,BrutusTu4__,negatif,negatif
2024-04-22 09:08:50,23,larang kan mk nyata bansos ada hubung pilih orang,in,5,antokabr1,positif,positif
2024-04-24 04:44:18,0,mk tolak dalil mohon amin soal bansos,in,0,Prabowomania1,netral,netral
2024-04-22 08:42:16,26,bansos ganjar ga pake apbn bansos prabowo gibran pake apbn beda,in,3,kyp95sby,positif,positif
2024-04-22 06:47:25,11,bonsas bansos dengerin terang hakim mk soal presiden bansos ngeyel gugat aja,in,0,Hunt3rW1n02,netral,netral
2024-04-23 22:39:07,7,riau macamana om kata 50 minyak indonesia asal riau luas sawit raksasa aceh kalah telak nampaknya kami lihat pintas banyak rakyat jd juang ngantri bansos bahkan jalan ibukotanya jual lendir,in,2,norton_py,positif,positif
2024-04-23 02:46:19,23,pantesan udah lihat tua padahal usia muda hidup gantung bansos miskin harus entas hujan malah pelihara penting politik semata dana bansos rp 497 t buat rakyat indonesia lebih cepat tua,in,11,Jumianto_RK,netral,positif
2024-04-19 03:37:41,48,ahhhhhhhh aku not bakal ngehost nobar 15 anniv official nikke id sabtu 20 april 1600 wib cek link mampir yahh bansos kambeng,in,11,aliaadelia_v,negatif,netral
2024-04-23 03:28:01,54,prabowo juga sangkal dia menang bansos ilegal airlangga zulhas teriak2 bansos beri pak jokowi pak jokowi maling apbn 497 triliun menang prabowo gibran maling,in,29,dancersejati07,positif,positif
2024-04-23 09:33:27,2103,lama debat tuju saya tuju saya tuju lama baik guna jadi gagas apa joget kampanye bansos itu milu paling jujur,in,513,LexWu_13,negatif,negatif
2024-04-18 06:16:38,119,hasil survey lsi tunjuk 68 persen pilih 02 yang terima bansos jokowi fahri bodoh jgn piara,in,26,DadangSuhe99641,netral,netral
2024-04-19 09:22:19,39,tempat juga terima bansos suruh pilih 02 sama kades mungkin tempat2 juga sama,in,4,heru_mie,netral,negatif
2024-04-22 13:30:29,4,mk nyata presiden jokowi tak laku politisasi bansos,in,1,CarolinaSario,negatif,negatif
2024-04-22 09:24:31,252,presiden amp wakil presiden pilih 2024 rasa kepala desa sekdes kalo ga milih blt hangus pkh hangus beras bansos hangus negeri konoha,in,55,Penyuka_ombak,negatif,negatif
2024-04-18 10:47:49,823,istana tuduh masyarakat sebar hoax soal jokowi bansos depan istana kata jelang lebaran tahun lalu depan istana bogor pki tipu fakta netizen di depan istana merdeka jakarta februari 2024,in,472,dancersejati07,netral,netral
2024-04-17 18:59:02,44,497 t bansos terang menkeu di mk 271 t estimasi rugi awal rusak lingkung tambang ilegal berapa rugi negara riil audit bpk maling yang vonis hakim koruptor juliari batubara eks mensos,in,6,Gunto_Jaya9,negatif,negatif
2024-04-20 12:56:42,77,indonesia perlu panas filipina hasil beli rudal supersonik brahmos vrindavan indonesia sdh punya rudal hipersonik bansos siap luncur jelang pilkada wilayah anakmantukroninya mau ikut pilkada sdh uji coba pilpres kemarin,in,22,quintta1217,positif,positif
2024-04-23 07:47:13,36,depan hari2 kt mungkin trasa berat pajak naik dn sgala makin absurd tp tenanglh sgala yang tjd psti dlm rencana allah teruslh juang dlm kbenaran meeting tipis2 bwt acara besar sabtu besok jd bgmn kaum bansossiap alhamdulillah bkn kaum bansos,in,5,AiraNtieReal,positif,positif
2024-04-16 00:58:26,0,rakyat cinta bansos,in,0,syaZul352038,negatif,negatif
2024-04-22 06:39:40,373,yg bingung larang salur bansos jelang milu mk temu langgar bansos pengaruh hasil milu standart ganda nyata cawe2 jokowi masuk lembaga hukum indonesia,in,48,DeniSupriyadi06,netral,netral
2024-04-16 14:31:24,3,sama dgn jokowi bagi bansos jelang milu anggap gak penting orabowo gibran ibu mega aju diri jadi sahabat adil beri opini mk kok cemas,in,2,Javeed_Lelete,netral,netral
2024-04-22 03:51:07,25,01 amp 03 soal bansos buzzer2nya habis quota nyata mk temu bukti2 kait gugat mohon sbg media kampanye 02 krn semua atur pakat dpr mknya ojo kesusu ojo grusa grusu akhir gugatanya gak bukti,in,3,mas_veel,negatif,negatif
2024-04-22 12:29:13,30,milu jujur adil 2024 tak bukti politisasi bansos mobilisasi aparat aparatur negara selenggara negara alas hukum,in,5,Bambangmulyonoo,positif,positif
2024-04-23 05:46:41,37,dissenting opinion sengketa pilpres 2024 saldi isra sebut bansos penting elektoral,in,26,OposisiCerdas,netral,netral
2024-04-22 08:52:57,6,gak usah mbacot 96 juta milih bukan bansos hina,in,1,satrio_tone,netral,netral
2024-04-23 15:03:06,69,beda dapat hakim saldi isra sebut penyalahgunaan bansos aparat netral,in,20,KompasTV,negatif,negatif
2024-04-24 04:07:54,2,mk nyata airlangga tak langgar atur bagibagi bansos lama masa kampanye lewat news,in,2,keuangannews_id,positif,positif
2024-04-18 10:24:09,107,lah terus negara hadir buat apa kalo gilir gin dibebanin sama rakyat pikir rakyat ga bayar pajak itu tiap hari ngapa lu kaga kritik sama kuasa sekarang mana bansos,in,7,zeronol0,negatif,negatif
2024-04-21 17:30:35,113,arti sadar kan kalo bansos pengaruh wkwkwkw,in,7,Tampandanbrni,positif,positif
2024-04-22 13:07:43,60,lho kata bukan curang ko rekomendasi aneh semua gugat tolak apa laku benar masuk bagibagi bansos jelang milu depan istana,in,14,UusRsd,positif,negatif
2024-04-19 02:59:58,29,susah dok di negara yg urut 126 193 iq paham curang gak bakal logika nurani langsung kalah sama beras 5 kg kasih bansos para buzzer yg rela bayar 500 rupiahkomentar untuk jadi back up mukidi,in,3,hidhid2024,netral,netral
2024-04-19 00:36:53,182,gak mungkin demo om bansos gerak udah habis,in,41,Tan_Mar3M,negatif,netral
2024-04-22 10:23:53,66,terimakasih pak amp bangga kalian sangat bangga juang sama sukses selalu negarawan dua prabowo amp dek gibran selamat aja moga bansos makan siang gratis manfaat,in,11,hardye76,positif,positif
2024-04-24 02:52:15,367,semua naik bulan juni gaji jabat ikut naikdan kalian masyarakat tengah bawah makin sulit terima bansos makin jepit krisis moneterfakta realita early warning,in,137,InfoLurah,positif,positif
2024-04-22 03:24:09,81,lenyap manusia mental budak hanya harap bansos blt mrk cukup tulul tahu bhw negeri kaya raya dpt buat mrk hidup sejahtera asal mau satu rebut negeri dari jajah oligarki jabat bejat,in,53,DidiekMurdock,negatif,negatif
2024-04-22 05:31:30,1538,1 gibran diskualifikasi tolak mk 2 gibran sah tolak mk 3 presiden cawe2 tolak mk 4 kait bansos tolak mk 5 tuduh presiden naik gaji amp tunjung pilpres tolak mk tolak semua dalil mohon kuat,in,220,Hasbil_Lbs,positif,netral
2024-04-22 12:20:11,61,alhamdulillah sah bapak president 15 tahun aku selalu baris mu loyal ku slalu satu komando bapak tulus kepada ada bayar peser bansos dr siapa bahagia ini diri president 20242029,in,7,drReUtari08,netral,netral
2024-04-23 10:14:49,9,pagar makan tanam sebut presiden undang asing masuk jajah negara pegawai toko curi uang toko analogi presiden guna apbn bansos apbn tanpa uu menang gibran anak,in,8,dancersejati07,netral,netral
2024-04-20 05:53:54,0,emang yakin milih 67 juta kalau bantu bansos,in,0,oentoengsuratma,netral,netral
2024-04-21 12:29:57,0,fix responden terima bansos,in,0,soelung77,netral,netral
2024-04-19 03:40:05,117,aksi tanding 02 depan mk batal pak iya pak udah pd daftar tuh kata dpt 50rb bansos habis lagi massa jg paling datang 50 orang gk mungkin pak pilih aj konon 90jt kok yo gak tau kok tanya gas,in,51,DarsAlexandra1,netral,netral
2024-04-15 19:52:47,71,khan kata realita banding balik puja ga terima klo jkw nilai gagal mensejahtrakan rakyat paling pamer jln tol bagi2 bansos pdhl semua dr utang rakyat tanggung akibat naikin pajak utang bumn byk tagih di amka wika gdg blm bayar,in,8,ManaluHumiras,negatif,negatif
2024-04-19 16:15:48,48,82 dana apbn ri asal bayar pajak rakyat ri arti rakyat ri bayar 1 gaji presiden 2 jabat negara 3 segala jenis bantu sosial trs bagi beras bansos atas nama kan jokowidodo,in,16,RIPDEMOKRASI,positif,negatif
2024-04-16 11:53:17,0,temu bom bansos bang den,in,0,chen9lee,negatif,negatif
2024-04-22 09:34:21,159,mungkin rakyat perlu titik rendah dlm aspek hidup paham nilai2 juang 01 adil integritas laku sini dikit2 keluar bansos blt lebih hype biar mental emis terbentukelite2 politik takut kalau masyarakat jadi kritis spt bang rg,in,14,dipa_setya_n,positif,positif
2024-04-16 15:54:46,68,dampak tebar drone misil iran gak asa buat rakyat israel rakyat indonesia dampak tebar bansos sangat asa rakyat indonsia pilpres 2024 sangat malu malin kundang,in,2,torosingo,netral,positif
2024-04-21 08:37:22,133,gibran jadi wacapres bukan jari pilih karena cawe bapak paman usman mk apa arti cuma anak idiot ip 23tertolong bapak presiden bansos,in,8,gogo74070675957,negatif,negatif
2024-04-22 23:07:03,91,buat mau komen posting postingan gw ingat sini kelompok rakyat sudah sedang akan terus usaha adil sejahtera semua orang bukan kelompok oportunis melarat jual martabat bansos 5 tahun sekali sorry yeee,in,19,ethadisaputra,positif,positif
2024-04-23 07:39:35,14,ekonom sebut putus mk jadi preseden buruk wajar politisasi bansos,in,9,tempodotco,positif,positif
2024-04-19 01:23:34,410,pakar psikologi forensik kirim amicus curiae mk sorot nyata muhadjir bansos pork barrel,in,206,tempodotco,negatif,negatif
2024-04-19 00:44:10,23,mabok bansos gin jadi kalau kata revolusi makna selalu negatif salah satu sebab mundur indonesia minim literasi,in,1,TripIrvan27403,positif,positif
2024-04-16 09:39:39,15,ada bansos sbelum dtg pilkada gencar lgi tpi siap2 abis beras bakal tak kendali naik,in,1,kritistapiwaras,netral,netral
2024-04-23 11:37:42,77,pakar asing kritik argumen mk soal bansos sengketa pilpres 2024,in,29,Muhammad_Saewad,negatif,negatif
2024-04-22 14:06:53,100,curang dri hasil suara dri proses dri usia cawapres tiba rubah intervensi kepala daerah pns bansos masih aja gak ngaku kalo gak curang wong desa aja jelas kok edar isu kalo anies menang bansos bakal cabut,in,3,Yoshi14051,negatif,negatif
2024-04-22 10:54:05,341,selamat prabowogibran presiden wakil presiden pilih kita tetap ingat ada 3 dissenting opinion putus mk soal gugat pilpres ketidaknetralan bagi pj kepala daerah politis bansos mobilisasi aparat sejarah baru mulai,in,68,MSMujab22,positif,positif
2024-04-21 03:29:22,369,waduh uang bantu korupsi korupsi beras bansos lombok uang duga thr,in,185,Mdy_Asmara1701,positif,positif
2024-04-20 05:05:54,47,masih bingung sama bansos 497 trilyun sisa duit ya soal nerima bansos gelintir org perorgnya 10kg pun bukan org2 data dikemensos,in,5,put776,positif,positif
2024-04-23 01:39:44,19,sayang rakyat banyak buta politik masih andal bansos money politic pilih kalo gak money politic bansos enggan pilih itu pilih apa yang jadi masyarakat,in,2,Wahyudi62957901,negatif,negatif
2024-04-19 00:24:29,2,ga usah bacot tunjukin aja pasu bansos 58,in,0,sang_penyerang,negatif,netral
2024-04-22 06:00:01,10,bakal barokah kalo perintah datang hasil curang tonton aj kdpn apamonggo nikmat pilih cap bansos,in,0,wuryantodong,negatif,negatif
2024-04-21 12:58:29,22,yg muda muda mari memang milih 02 kena branding gambar gemoy makan siang gratis joged joged tiktok kalo tanya soal program kerja rata2 bingung pokok e tiktok rame 02 idem emak emak ngebet 02 makan siang dapat bansos,in,1,adikusdianto,netral,netral
2024-04-18 01:16:15,118,hadir aksi damai rukun sejuk perlu bawa imam mahdi malaikat jibril teroris atau roh orang mati cukup bawa 96 2 juta suara bukan bansos karena warga pribumi tolak koruptor jahat ham wadas amp warga imigran kuasa ri,in,28,romoatheist,positif,positif
2024-04-18 22:48:18,482,tuduh guna caracara curang guna bansos maupun aparat tegak hukum tuduh tidak dasar kata prabowo,in,87,kompascom,negatif,negatif
2024-04-22 08:47:40,6,uang hilang rezim jokowi 271 t timah 495 t bansos 1500 t nikel lagi cuci uang,in,0,setyoprihandono,negatif,positif
2024-04-22 09:09:30,14,mk nilai dalil mohon kait ada cawecawe pres jokowi milu 2024 alas hukum mk bansos pakai kampanye,in,4,cagubnyinyir2,netral,netral
2024-04-19 04:59:05,11,harus bangga bukan jarangjarang lho negara konoha jadi peringkat 1 knpa malah misuhmisuh slain sbgi peringkat no 1 judi juga mungkin peringkat 1 demokrasi bayar alias demokrasi bansos bangga donk amerika tentu spt,in,1,pembacot777,negatif,negatif
2024-04-22 04:31:33,103,mk sebut bansos tak hubung tingkat suara prabowogibran,in,45,tempodotco,netral,negatif
2024-04-22 10:08:46,35,iq 78 mana paham ki tau kasi bansos ma joget2,in,5,tp_angraeni51,positif,positif
2024-04-19 01:19:21,16,arab punya migas negara kaya rakyat makmur indonesia punya emas batubara migas tani hutan laut negara miskin rakyat buat jadi emis bansos,in,17,dancersejati07,negatif,negatif
2024-04-20 02:36:07,8,gimana gak ketawa sama bansos aja kalah lemah kompascom baca berita iklan download aplikasi,in,4,BBerizik,positif,positif
2024-04-21 11:09:38,100,bukti mana nyata bansos jadi sebab utama menang 02 pimpin lgsg presiden banyak omon omon kalian,in,1,Didit3Ahmadi,netral,netral
2024-04-21 02:35:46,9,dulu batalin hasil milu gagal minta milu ulang gagal minta kualifikasi 02 gagal isu bansos gagal sekarang mungkin pilih trahir kualifikasi wakil ancen grombolan bangsat kalian,in,1,Andypur98332317,negatif,negatif
2024-04-16 12:38:18,78,sebut dosa besar fitnah pilih prabowo bansos mujahid 212 nyata babeh haikal sampah,in,57,OposisiCerdas,positif,positif
2024-04-22 05:42:15,6,gue gak terima bansos pilih 02 santuy aja gue,in,0,duniabulat5,positif,positif
2024-04-22 01:32:49,38,sengaja miskin rakyat bodoh saat harga2 butuh naik turun jalan bawa bansos kata hei rakyat jelata aku dewa tolong kalian sembah aku puja aku,in,8,katyusha_Aster,positif,positif
2024-04-22 05:23:04,40,hakim mk tak temu korelasi salur bantu sosial bansos naik suara salah satu pasang calon pilpres 2024,in,6,Gi_N0ng,netral,negatif
2024-04-21 08:17:40,5,kaya logika aja negara arab cuman punya minyak aja bsa bikin rakyat makmur semntra yang punya banyak kaya alam emas nikel batubara timah masa rakyat ngemis bansos,in,1,jejak2686,positif,positif
2024-04-22 04:39:51,185,arah udah tebak putus gimana mau gimana kembali laptop saja serah kuasa,in,62,5teV3n_Pe9eL,netral,netral
2024-04-18 01:18:17,0,bukan amicus emisos bansos,in,0,sn2421746,negatif,negatif
2024-04-19 03:25:35,48,respons prabowo tuduh pakai bansos aparat tang milu 2024,in,11,KompasTV,positif,positif
2024-04-24 03:28:34,0,mk tolak dalil mohon amin soal kait bansos tingkat suara 02,in,0,bluepoison18J,netral,negatif
2024-04-22 03:42:07,73,mk yakin relevansi hubung tingkat bansos pilih pilih pilih simpati cocok pandang baik bukan yang langgar hukum,in,25,titianggraini,positif,positif
2024-04-16 04:08:52,0,korban tipu muslihat bansos,in,0,Antonxjati,netral,netral
2024-04-23 04:48:27,52,mk rekomendasi bansos tak bagi jelang milu ganjar hakim konsisten,in,32,OposisiCerdas,negatif,negatif
2024-04-21 04:22:06,15,siangsiang gin enak dapet bansos 271t mana kemaren lg 3000t enak bener nyebutnya megang jg ga rakyat mah new alpha just uncovered,in,13,Amargrounding,negatif,negatif
2024-04-22 02:56:05,5,menang bukan bansos juga bukan langgar etik iya kan kang ngibul,in,0,Dayak2018,positif,positif
2024-04-24 03:53:58,0,mk tolak dalil mohon kait politisasi bansos,in,0,democraziestt,netral,netral
2024-04-19 12:20:00,396,refly harun bohong empat menteri soal bagi bansos,in,193,democrazymedia,positif,netral
2024-04-19 07:35:51,26,memang sangat kejamyang laku siapa kalau duga laku ki lurah,in,7,Megatop99,positif,positif
2024-04-22 13:18:39,37,hakim ridwan mansyur anjur bagi bansos dekat milu,in,7,KompasTV,negatif,negatif
2024-04-24 00:20:43,5,menkeu sri mulyani beri sinyal kuat program makan siang gratis unggul prabowo masuk apbn 2025,in,2,cagubnyinyir2,netral,negatif
2024-04-22 08:53:26,25,1 gugat gibran diskualifikasi tolak mk 2 gugat bansos tolak mk 3 gugat presiden cawe cawe tolak mk 4 gugat presiden nepotisme tolak mk tolak dalil mohon lemah tidak bukti kuat,in,5,EL_Mascotte,positif,netral
2024-04-18 07:44:42,192,kalo orang milih orang arti orang terima bansos iq nya rendahanak tolol dgn ip 23 koq pilih apa anak presiden tolol tolol kuliah ip 28 ini bidang managementampun,in,9,gogo74070675957,negatif,negatif
2024-04-19 23:28:18,4,kalah kejang2 kecewa nuduh jokowi cawe2 padahal sekarang ingin pengaruh intervensi mk lebih cawe2 mau maksa mk refly harun din syamsyudin yang demo guoblog,in,3,jari_droid,netral,netral
2024-04-19 23:12:50,17,fakta kok bilang kejam,in,7,DoankWarto,netral,netral
2024-04-23 10:17:59,5,bagi bansos menang gibran tuju dpr undang jokowi pegawai toko curi uang toko romo magnis soal bansos bagi jokowi pegawai curi uang toko sidang phpu pilpres mk 2 april 2024,in,4,dancersejati07,positif,positif
2024-04-23 22:47:13,133,refly harun tegas bansos alat menang prabowogibran bukti sidang,in,61,OposisiCerdas,positif,positif
2024-04-16 00:40:17,0,cinta rakyat emis bansos,in,0,syaZul352038,negatif,negatif
2024-04-22 09:13:26,3,lhooo terus apa sini nyatanyata bilang siapa kasih bansos jokowiii,in,1,alo97717,negatif,negatif
2024-04-16 04:49:06,0,satu bela bagi bansos,in,0,BanyuBiru683697,netral,netral
2024-04-20 00:59:54,8,negara arab milik tambang minyak mereka kaya raya indonesia hampir semua di butuh dunia semua minyak gas timah boksit nikel emas batu bara sampai sekarang rakyat rebut bansos,in,0,321kns,negatif,negatif
2024-04-15 20:15:49,0,militer bansos dungu nyata,in,0,XSaboruX,netral,netral
2024-04-17 09:15:55,582,hotman paris aku panjang bansos presiden joko widodo langgar hukum gibran diskualifikasi lewat news,in,360,keuangannews_id,positif,positif
2024-04-19 10:58:34,101,dr 96 paling 1 40 suara makhluk halus 2 30 suara orang intimidasi baik kuasa maupun bansos jadi yg bener suara cuman 30 288 suara,in,6,Hashas_TM81,positif,negatif
2024-04-23 10:47:55,3,gak bukti bansos kalo mampir kali nunjuk nomer 2 ajah,in,1,ANAKTIRI279447,positif,positif
2024-04-18 10:51:12,6,hai 96 juta warga bansos ayo laku aksi damao okegas gedung mk konsumsi uang dar jamin ada ayo datang jangan tinggal,in,0,TonyParker19679,negatif,negatif
2024-04-20 14:23:47,293,ganjarian spartan sama masyarakat cinta konstitusi mpk layang class action selenggara negara kait salur bantu sosial bansos masa milu adil negeri jakarta pusat jumat 1942024,in,65,Miduk17,negatif,positif
2024-04-18 13:08:23,7,gerombol bohong pesta pora joged2 atas janji2 palsu pd rakyat rkyt buat susah makan buat makin susah bansos beras besar2an mereka pakai tipu rakyat picu lambung hrga beras rakyat,in,12,dancersejati07,negatif,netral
2024-04-16 06:45:44,0,tenang sajadana bansos ada,in,0,arno2303,negatif,netral
2024-04-16 05:43:01,0,akhir 2 periode hasil panen bansos,in,0,Chromologue,positif,positif
2024-04-24 00:16:12,7,stop haters putus mk tuduhan2 perintah curang intervensi aparat politisasi bansos mobilisasi aparat ketidaknetralan kepala daerah nyata bukti,in,4,cagubnyinyir2,positif,negatif
2024-04-22 03:48:04,274,hakim mahkamah konstitusi buta tuli orang2 kampung daerah banyak pengaruh pilih faktor bansos ini laku sistematis pejabat2 lokal aparat amp politikus,in,109,PelatihT1dur,positif,positif
2024-04-16 09:56:02,0,alat bansos masa ken arok,in,0,peyek49320784,negatif,positif
2024-04-19 00:34:41,19,4 bagi2 bansos depan istana menang 02 hasil maling apbn celinguk muter2 bilang paket lebaran,in,18,Callystasweet11,negatif,negatif
2024-04-16 12:15:12,0,bansos beras or apa gtu cuma d pulau jawa min,in,0,KevinSantoso09,netral,netral
2024-04-19 02:35:04,115,om wowo lupa 2019 tentang bansos akan milu,in,9,nunu_29,netral,netral
2024-04-17 01:11:25,0,kalo pas bansos gak hati2malah ugal2an,in,0,eR4Channel1,positif,positif
2024-04-15 22:18:45,0,indonesia mah cukup bansos hehehe oke gas oke gas,in,0,abdieabdie21831,negatif,positif
2024-04-19 09:10:05,0,ada bansos so kejar dulu aja,in,0,pearsimeng,negatif,negatif
2024-04-22 06:16:25,0,padakake leading gak bansos gak vote,in,0,libccallpacks,negatif,negatif
2024-04-22 17:10:08,92,orang kismin gembel kere hidup ndlap ndlup remahan2 rengginangpilihan tetap jan harap banyak perintah suara harga bansos beri masa kampaye sekarang tahan hidup dgn cara masing2 tak ada peduliampmembelamu,in,9,samber_ndelap,negatif,negatif
2024-04-20 05:07:52,61,497 trilyun aja gak jelas duit jngn kecoh sama kata2 pemabagian bansos nyata terima cuma gelintir hanya mnerima 10kg psti sisa duit gunung,in,2,put776,negatif,negatif
2024-04-23 02:07:15,51,mk paman usman vs mk suhartono paman usman libat tangan masalah phpu paman kena sanksi berat padahal libat paman mk tetap tolak mohon mohon paman seolaholah mk independen hallo bansos rp 497 t,in,22,Jumianto_RK,positif,positif
